sales_id,Invoice ID,Branch_id,Branch,Cty_id,,City,Customer_id,Customer_type,Gender,Product_id,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment_method,cogs,gross margin percentage,gross income,Rating
s711-31-1234,711-31-1234,B711-31-1234,B,M711-31-1234,M,Mandalay,Normal711-31-1234,Normal,Female,p769,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,18:51,Cash,382.56,4.761904762,19.128,7.9
s886-54-6089,886-54-6089,A886-54-6089,A,Y886-54-6089,Y,Yangon,Normal886-54-6089,Normal,Female,p770,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,17:24,Cash,68.58,4.761904762,3.429,7.7
s707-32-7409,707-32-7409,B707-32-7409,B,M707-32-7409,M,Mandalay,Member707-32-7409,Member,Female,p771,Sports and travel,95.54,4,19.108,401.268,2/26/2019,11:58,Ewallet,382.16,4.761904762,19.108,4.5
s759-98-4285,759-98-4285,C759-98-4285,C,N759-98-4285,N,Naypyitaw,Member759-98-4285,Member,Female,p772,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,19:01,Credit card,601.09,4.761904762,30.0545,8
s201-63-8275,201-63-8275,C201-63-8275,C,N201-63-8275,N,Naypyitaw,Member201-63-8275,Member,Female,p773,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,475.93,4.761904762,23.7965,5.7
s471-06-8611,471-06-8611,C471-06-8611,C,N471-06-8611,N,Naypyitaw,Normal471-06-8611,Normal,Female,p774,Food and beverages,52.42,1,2.621,55.041,2/6/2019,10:22,Credit card,52.42,4.761904762,2.621,6.3
s200-16-5952,200-16-5952,C200-16-5952,C,N200-16-5952,N,Naypyitaw,Member200-16-5952,Member,Male,p775,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46,Cash,131.3,4.761904762,6.565,6
s120-54-2248,120-54-2248,B120-54-2248,B,M120-54-2248,M,Mandalay,Normal120-54-2248,Normal,Female,p776,Food and beverages,28.86,5,7.215,151.515,1/22/2019,18:08,Credit card,144.3,4.761904762,7.215,8
s102-77-2261,102-77-2261,C102-77-2261,C,N102-77-2261,N,Naypyitaw,Member102-77-2261,Member,Male,p777,Health and beauty,65.31,7,22.8585,480.0285,3/5/2019,18:02,Credit card,457.17,4.761904762,22.8585,4.2
s875-31-8302,875-31-8302,B875-31-8302,B,M875-31-8302,M,Mandalay,Normal875-31-8302,Normal,Male,p778,Sports and travel,93.38,1,4.669,98.049,1/3/2019,13:07,Cash,93.38,4.761904762,4.669,9.6
s102-06-2002,102-06-2002,C102-06-2002,C,N102-06-2002,N,Naypyitaw,Member102-06-2002,Member,Male,p779,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52,Cash,126.25,4.761904762,6.3125,6.1
s457-94-0464,457-94-0464,B457-94-0464,B,M457-94-0464,M,Mandalay,Member457-94-0464,Member,Male,p780,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,20:32,Ewallet,790.83,4.761904762,39.5415,5.6
s629-42-4133,629-42-4133,C629-42-4133,C,N629-42-4133,N,Naypyitaw,Normal629-42-4133,Normal,Male,p781,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,174.4,4.761904762,8.72,8.3
s534-53-3526,534-53-3526,A534-53-3526,A,Y534-53-3526,Y,Yangon,Normal534-53-3526,Normal,Female,p782,Sports and travel,94.76,4,18.952,397.992,2/11/2019,16:06,Ewallet,379.04,4.761904762,18.952,7.8
s307-04-2070,307-04-2070,A307-04-2070,A,Y307-04-2070,Y,Yangon,Member307-04-2070,Member,Female,p783,Fashion accessories,30.62,1,1.531,32.151,2/5/2019,14:14,Credit card,30.62,4.761904762,1.531,4.1
s468-99-7231,468-99-7231,C468-99-7231,C,N468-99-7231,N,Naypyitaw,Normal468-99-7231,Normal,Female,p784,Home and lifestyle,44.01,8,17.604,369.684,3/3/2019,17:36,Cash,352.08,4.761904762,17.604,8.8
s516-77-6464,516-77-6464,C516-77-6464,C,N516-77-6464,N,Naypyitaw,Member516-77-6464,Member,Female,p785,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,50.8,4.761904762,2.54,4.1
s404-91-5964,404-91-5964,A404-91-5964,A,Y404-91-5964,Y,Yangon,Normal404-91-5964,Normal,Male,p786,Electronic accessories,74.58,7,26.103,548.163,2/4/2019,16:09,Credit card,522.06,4.761904762,26.103,9
s886-77-9084,886-77-9084,C886-77-9084,C,N886-77-9084,N,Naypyitaw,Normal886-77-9084,Normal,Male,p787,Electronic accessories,71.89,8,28.756,603.876,2/19/2019,11:33,Ewallet,575.12,4.761904762,28.756,5.5
s790-38-4466,790-38-4466,C790-38-4466,C,N790-38-4466,N,Naypyitaw,Normal790-38-4466,Normal,Female,p788,Health and beauty,10.99,5,2.7475,57.6975,1/23/2019,10:18,Credit card,54.95,4.761904762,2.7475,9.3
s704-10-4056,704-10-4056,C704-10-4056,C,N704-10-4056,N,Naypyitaw,Member704-10-4056,Member,Male,p789,Health and beauty,60.47,3,9.0705,190.4805,1/14/2019,10:55,Credit card,181.41,4.761904762,9.0705,5.6
s497-37-6538,497-37-6538,A497-37-6538,A,Y497-37-6538,Y,Yangon,Normal497-37-6538,Normal,Male,p790,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,412.37,4.761904762,20.6185,9.7
s651-96-5970,651-96-5970,A651-96-5970,A,Y651-96-5970,Y,Yangon,Normal651-96-5970,Normal,Male,p791,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06,Credit card,46.41,4.761904762,2.3205,4
s400-80-4065,400-80-4065,C400-80-4065,C,N400-80-4065,N,Naypyitaw,Member400-80-4065,Member,Male,p792,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,274.2,4.761904762,13.71,9.2
s744-16-7898,744-16-7898,B744-16-7898,B,M744-16-7898,M,Mandalay,Normal744-16-7898,Normal,Female,p793,Home and lifestyle,97.37,10,48.685,1022.385,1/15/2019,13:48,Credit card,973.7,4.761904762,48.685,4.9
s263-12-5321,263-12-5321,A263-12-5321,A,Y263-12-5321,Y,Yangon,Member263-12-5321,Member,Male,p794,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,648.2,4.761904762,32.41,9.3
s702-72-0487,702-72-0487,A702-72-0487,A,Y702-72-0487,Y,Yangon,Normal702-72-0487,Normal,Female,p795,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6
s605-83-1050,605-83-1050,B605-83-1050,B,M605-83-1050,M,Mandalay,Normal605-83-1050,Normal,Male,p796,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26,Ewallet,54.36,4.761904762,2.718,4.3
s443-60-9639,443-60-9639,C443-60-9639,C,N443-60-9639,N,Naypyitaw,Member443-60-9639,Member,Female,p797,Home and lifestyle,60.87,1,3.0435,63.9135,1/24/2019,13:24,Cash,60.87,4.761904762,3.0435,5.5
s864-24-7918,864-24-7918,A864-24-7918,A,Y864-24-7918,Y,Yangon,Member864-24-7918,Member,Female,p798,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,244.9,4.761904762,12.245,8.1
s359-94-5395,359-94-5395,B359-94-5395,B,M359-94-5395,M,Mandalay,Normal359-94-5395,Normal,Male,p799,Health and beauty,92.78,1,4.639,97.419,3/15/2019,10:50,Credit card,92.78,4.761904762,4.639,9.8
s401-09-4232,401-09-4232,C401-09-4232,C,N401-09-4232,N,Naypyitaw,Member401-09-4232,Member,Male,p800,Home and lifestyle,86.69,5,21.6725,455.1225,2/11/2019,18:38,Ewallet,433.45,4.761904762,21.6725,9.4
s751-15-6198,751-15-6198,B751-15-6198,B,M751-15-6198,M,Mandalay,Normal751-15-6198,Normal,Male,p801,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45,Ewallet,138.06,4.761904762,6.903,7.9
s324-41-6833,324-41-6833,C324-41-6833,C,N324-41-6833,N,Naypyitaw,Member324-41-6833,Member,Female,p802,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30,Ewallet,241.6,4.761904762,12.08,5.1
s474-33-8305,474-33-8305,C474-33-8305,C,N474-33-8305,N,Naypyitaw,Member474-33-8305,Member,Male,p803,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,13:23,Ewallet,471.73,4.761904762,23.5865,6.9
s759-29-9521,759-29-9521,A759-29-9521,A,Y759-29-9521,Y,Yangon,Member759-29-9521,Member,Female,p804,Fashion accessories,48.96,9,22.032,462.672,3/4/2019,11:27,Cash,440.64,4.761904762,22.032,8
s831-81-6575,831-81-6575,B831-81-6575,B,M831-81-6575,M,Mandalay,Member831-81-6575,Member,Female,p805,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,11:12,Cash,680.31,4.761904762,34.0155,8
s220-68-6701,220-68-6701,A220-68-6701,A,Y220-68-6701,Y,Yangon,Normal220-68-6701,Normal,Female,p806,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,16:36,Cash,309.88,4.761904762,15.494,4.2
s618-34-8551,618-34-8551,A618-34-8551,A,Y618-34-8551,Y,Yangon,Normal618-34-8551,Normal,Female,p807,Sports and travel,93.18,2,9.318,195.678,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5
s257-60-7754,257-60-7754,A257-60-7754,A,Y257-60-7754,Y,Yangon,Normal257-60-7754,Normal,Female,p808,Electronic accessories,50.23,4,10.046,210.966,1/8/2019,17:12,Cash,200.92,4.761904762,10.046,9
s559-61-5987,559-61-5987,B559-61-5987,B,M559-61-5987,M,Mandalay,Normal559-61-5987,Normal,Female,p809,Health and beauty,17.75,1,0.8875,18.6375,1/14/2019,10:38,Cash,17.75,4.761904762,0.8875,8.6
s189-55-2313,189-55-2313,C189-55-2313,C,N189-55-2313,N,Naypyitaw,Normal189-55-2313,Normal,Female,p810,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,621.8,4.761904762,31.09,6
s565-91-4567,565-91-4567,B565-91-4567,B,M565-91-4567,M,Mandalay,Normal565-91-4567,Normal,Male,p811,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,86,4.761904762,4.3,6.2
s380-60-5336,380-60-5336,A380-60-5336,A,Y380-60-5336,Y,Yangon,Normal380-60-5336,Normal,Female,p812,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5
s815-04-6282,815-04-6282,C815-04-6282,C,N815-04-6282,N,Naypyitaw,Member815-04-6282,Member,Female,p813,Sports and travel,64.97,5,16.2425,341.0925,2/8/2019,12:52,Credit card,324.85,4.761904762,16.2425,6.5
s674-56-6360,674-56-6360,A674-56-6360,A,Y674-56-6360,Y,Yangon,Normal674-56-6360,Normal,Male,p814,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,14:00,Cash,95.15,4.761904762,4.7575,6
s778-34-2523,778-34-2523,A778-34-2523,A,Y778-34-2523,Y,Yangon,Member778-34-2523,Member,Female,p815,Electronic accessories,48.62,8,19.448,408.408,1/24/2019,10:57,Cash,388.96,4.761904762,19.448,5
s499-27-7781,499-27-7781,B499-27-7781,B,M499-27-7781,M,Mandalay,Normal499-27-7781,Normal,Female,p816,Food and beverages,53.21,8,21.284,446.964,3/14/2019,16:45,Ewallet,425.68,4.761904762,21.284,5
s477-59-2456,477-59-2456,C477-59-2456,C,N477-59-2456,N,Naypyitaw,Normal477-59-2456,Normal,Female,p817,Fashion accessories,45.44,7,15.904,333.984,1/23/2019,11:15,Cash,318.08,4.761904762,15.904,9.2
s832-51-6761,832-51-6761,A832-51-6761,A,Y832-51-6761,Y,Yangon,Normal832-51-6761,Normal,Male,p818,Food and beverages,33.88,8,13.552,284.592,1/19/2019,20:29,Ewallet,271.04,4.761904762,13.552,9.6
s869-11-3082,869-11-3082,B869-11-3082,B,M869-11-3082,M,Mandalay,Member869-11-3082,Member,Male,p819,Health and beauty,96.16,4,19.232,403.872,1/27/2019,20:03,Credit card,384.64,4.761904762,19.232,8.4
s190-59-3964,190-59-3964,B190-59-3964,B,M190-59-3964,M,Mandalay,Member190-59-3964,Member,Male,p820,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,235.8,4.761904762,11.79,6
s366-43-6862,366-43-6862,B366-43-6862,B,M366-43-6862,M,Mandalay,Normal366-43-6862,Normal,Male,p821,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,16:32,Ewallet,211.56,4.761904762,10.578,6.7
s186-43-8965,186-43-8965,A186-43-8965,A,Y186-43-8965,Y,Yangon,Member186-43-8965,Member,Female,p822,Home and lifestyle,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,95.36,4.761904762,4.768,4.1
s784-21-9238,784-21-9238,C784-21-9238,C,N784-21-9238,N,Naypyitaw,Member784-21-9238,Member,Male,p823,Sports and travel,10.17,1,0.5085,10.6785,2/7/2019,14:15,Cash,10.17,4.761904762,0.5085,5.9
s276-75-6884,276-75-6884,A276-75-6884,A,Y276-75-6884,Y,Yangon,Normal276-75-6884,Normal,Female,p824,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7
s109-86-4363,109-86-4363,B109-86-4363,B,M109-86-4363,M,Mandalay,Member109-86-4363,Member,Female,p825,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5
s569-76-2760,569-76-2760,A569-76-2760,A,Y569-76-2760,Y,Yangon,Member569-76-2760,Member,Female,p826,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,88.04,4.761904762,4.402,6.6
s222-42-0244,222-42-0244,B222-42-0244,B,M222-42-0244,M,Mandalay,Member222-42-0244,Member,Female,p827,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,13:53,Credit card,648.99,4.761904762,32.4495,7.7
s760-53-9233,760-53-9233,A760-53-9233,A,Y760-53-9233,Y,Yangon,Member760-53-9233,Member,Male,p828,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,18:37,Credit card,123.84,4.761904762,6.192,8.5
s538-22-0304,538-22-0304,C538-22-0304,C,N538-22-0304,N,Naypyitaw,Normal538-22-0304,Normal,Male,p829,Electronic accessories,64.95,10,32.475,681.975,3/24/2019,18:27,Cash,649.5,4.761904762,32.475,5.2
s416-17-9926,416-17-9926,A416-17-9926,A,Y416-17-9926,Y,Yangon,Member416-17-9926,Member,Female,p830,Electronic accessories,74.22,10,37.11,779.31,1/1/2019,14:42,Credit card,742.2,4.761904762,37.11,4.3
s237-44-6163,237-44-6163,A237-44-6163,A,Y237-44-6163,Y,Yangon,Normal237-44-6163,Normal,Male,p831,Electronic accessories,10.56,8,4.224,88.704,1/24/2019,17:43,Cash,84.48,4.761904762,4.224,7.6
s636-17-0325,636-17-0325,B636-17-0325,B,M636-17-0325,M,Mandalay,Normal636-17-0325,Normal,Male,p832,Health and beauty,62.57,4,12.514,262.794,2/25/2019,18:37,Cash,250.28,4.761904762,12.514,9.5
s343-75-9322,343-75-9322,B343-75-9322,B,M343-75-9322,M,Mandalay,Member343-75-9322,Member,Female,p833,Sports and travel,11.85,8,4.74,99.54,1/9/2019,16:34,Cash,94.8,4.761904762,4.74,4.1
s528-14-9470,528-14-9470,A528-14-9470,A,Y528-14-9470,Y,Yangon,Member528-14-9470,Member,Male,p834,Health and beauty,91.3,1,4.565,95.865,2/14/2019,14:42,Ewallet,91.3,4.761904762,4.565,9.2
s427-45-9297,427-45-9297,B427-45-9297,B,M427-45-9297,M,Mandalay,Member427-45-9297,Member,Female,p835,Home and lifestyle,40.73,7,14.2555,299.3655,3/12/2019,11:01,Ewallet,285.11,4.761904762,14.2555,5.4
s807-34-3742,807-34-3742,A807-34-3742,A,Y807-34-3742,Y,Yangon,Normal807-34-3742,Normal,Male,p836,Fashion accessories,52.38,1,2.619,54.999,3/26/2019,19:44,Cash,52.38,4.761904762,2.619,5.8
s288-62-1085,288-62-1085,A288-62-1085,A,Y288-62-1085,Y,Yangon,Member288-62-1085,Member,Male,p837,Fashion accessories,38.54,5,9.635,202.335,1/9/2019,13:34,Ewallet,192.7,4.761904762,9.635,5.6
s670-71-7306,670-71-7306,B670-71-7306,B,M670-71-7306,M,Mandalay,Normal670-71-7306,Normal,Male,p838,Sports and travel,44.63,6,13.389,281.169,1/2/2019,20:08,Credit card,267.78,4.761904762,13.389,5.1
s660-29-7083,660-29-7083,C660-29-7083,C,N660-29-7083,N,Naypyitaw,Normal660-29-7083,Normal,Male,p839,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,15:01,Cash,558.7,4.761904762,27.935,5.8
s271-77-8740,271-77-8740,C271-77-8740,C,N271-77-8740,N,Naypyitaw,Member271-77-8740,Member,Female,p840,Sports and travel,29.22,6,8.766,184.086,1/1/2019,11:40,Ewallet,175.32,4.761904762,8.766,5
s497-36-0989,497-36-0989,A497-36-0989,A,Y497-36-0989,Y,Yangon,Normal497-36-0989,Normal,Male,p841,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9
s291-59-1384,291-59-1384,B291-59-1384,B,M291-59-1384,M,Mandalay,Normal291-59-1384,Normal,Male,p842,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,17:38,Cash,60.3,4.761904762,3.015,6
s860-73-6466,860-73-6466,A860-73-6466,A,Y860-73-6466,Y,Yangon,Member860-73-6466,Member,Female,p843,Sports and travel,39.47,2,3.947,82.887,3/2/2019,16:16,Credit card,78.94,4.761904762,3.947,5
s549-23-9016,549-23-9016,C549-23-9016,C,N549-23-9016,N,Naypyitaw,Member549-23-9016,Member,Female,p844,Food and beverages,14.87,2,1.487,31.227,2/13/2019,18:15,Credit card,29.74,4.761904762,1.487,8.9
s896-34-0956,896-34-0956,A896-34-0956,A,Y896-34-0956,Y,Yangon,Normal896-34-0956,Normal,Male,p845,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43,Cash,21.32,4.761904762,1.066,5.9
s804-38-3935,804-38-3935,A804-38-3935,A,Y804-38-3935,Y,Yangon,Member804-38-3935,Member,Male,p846,Electronic accessories,93.78,3,14.067,295.407,1/30/2019,11:32,Credit card,281.34,4.761904762,14.067,5.9
s585-90-0249,585-90-0249,A585-90-0249,A,Y585-90-0249,Y,Yangon,Member585-90-0249,Member,Male,p847,Electronic accessories,73.26,1,3.663,76.923,1/27/2019,18:08,Ewallet,73.26,4.761904762,3.663,9.7
s862-29-5914,862-29-5914,C862-29-5914,C,N862-29-5914,N,Naypyitaw,Normal862-29-5914,Normal,Female,p848,Sports and travel,22.38,1,1.119,23.499,1/30/2019,17:08,Credit card,22.38,4.761904762,1.119,8.6
s845-94-6841,845-94-6841,C845-94-6841,C,N845-94-6841,N,Naypyitaw,Member845-94-6841,Member,Female,p849,Food and beverages,72.88,9,32.796,688.716,1/8/2019,19:38,Cash,655.92,4.761904762,32.796,4
s125-45-2293,125-45-2293,A125-45-2293,A,Y125-45-2293,Y,Yangon,Normal125-45-2293,Normal,Female,p850,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,13:11,Cash,594.6,4.761904762,29.73,4.2
s843-73-4724,843-73-4724,A843-73-4724,A,Y843-73-4724,Y,Yangon,Normal843-73-4724,Normal,Male,p851,Fashion accessories,74.1,1,3.705,77.805,1/25/2019,11:05,Cash,74.1,4.761904762,3.705,9.2
s409-33-9708,409-33-9708,A409-33-9708,A,Y409-33-9708,Y,Yangon,Normal409-33-9708,Normal,Female,p852,Fashion accessories,98.48,2,9.848,206.808,2/19/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2
s658-66-3967,658-66-3967,C658-66-3967,C,N658-66-3967,N,Naypyitaw,Normal658-66-3967,Normal,Male,p853,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,15:42,Ewallet,372.33,4.761904762,18.6165,5
s866-70-2814,866-70-2814,B866-70-2814,B,M866-70-2814,M,Mandalay,Normal866-70-2814,Normal,Female,p854,Electronic accessories,52.79,10,26.395,554.295,2/25/2019,11:58,Ewallet,527.9,4.761904762,26.395,10
s160-22-2687,160-22-2687,A160-22-2687,A,Y160-22-2687,Y,Yangon,Member160-22-2687,Member,Female,p855,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,14:21,Ewallet,479.75,4.761904762,23.9875,8.8
s895-03-6665,895-03-6665,B895-03-6665,B,M895-03-6665,M,Mandalay,Normal895-03-6665,Normal,Female,p856,Fashion accessories,36.51,9,16.4295,345.0195,2/16/2019,10:52,Cash,328.59,4.761904762,16.4295,4.2
s770-42-8960,770-42-8960,B770-42-8960,B,M770-42-8960,M,Mandalay,Normal770-42-8960,Normal,Male,p857,Food and beverages,21.12,8,8.448,177.408,1/1/2019,19:31,Cash,168.96,4.761904762,8.448,6.3
s748-45-2862,748-45-2862,A748-45-2862,A,Y748-45-2862,Y,Yangon,Member748-45-2862,Member,Female,p858,Home and lifestyle,28.31,4,5.662,118.902,3/7/2019,18:35,Cash,113.24,4.761904762,5.662,8.2
s234-36-2483,234-36-2483,B234-36-2483,B,M234-36-2483,M,Mandalay,Normal234-36-2483,Normal,Male,p859,Health and beauty,57.59,6,17.277,362.817,2/15/2019,13:51,Cash,345.54,4.761904762,17.277,5.1
s316-66-3011,316-66-3011,A316-66-3011,A,Y316-66-3011,Y,Yangon,Member316-66-3011,Member,Female,p860,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,12:35,Cash,428.67,4.761904762,21.4335,5
s848-95-6252,848-95-6252,C848-95-6252,C,N848-95-6252,N,Naypyitaw,Member848-95-6252,Member,Female,p861,Home and lifestyle,86.27,1,4.3135,90.5835,2/20/2019,13:24,Ewallet,86.27,4.761904762,4.3135,7
s840-76-5966,840-76-5966,A840-76-5966,A,Y840-76-5966,Y,Yangon,Member840-76-5966,Member,Male,p862,Sports and travel,12.76,2,1.276,26.796,1/8/2019,18:06,Ewallet,25.52,4.761904762,1.276,7.8
s152-03-4217,152-03-4217,B152-03-4217,B,M152-03-4217,M,Mandalay,Normal152-03-4217,Normal,Female,p863,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55,Credit card,101.52,4.761904762,5.076,4.3
s533-66-5566,533-66-5566,B533-66-5566,B,M533-66-5566,M,Mandalay,Normal533-66-5566,Normal,Female,p864,Home and lifestyle,51.07,7,17.8745,375.3645,1/12/2019,11:42,Cash,357.49,4.761904762,17.8745,7
s124-31-1458,124-31-1458,A124-31-1458,A,Y124-31-1458,Y,Yangon,Member124-31-1458,Member,Female,p865,Electronic accessories,79.59,3,11.9385,250.7085,1/8/2019,14:30,Cash,238.77,4.761904762,11.9385,6.6
s176-78-1170,176-78-1170,C176-78-1170,C,N176-78-1170,N,Naypyitaw,Member176-78-1170,Member,Male,p866,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,15:11,Ewallet,101.43,4.761904762,5.0715,7.3
s361-59-0574,361-59-0574,B361-59-0574,B,M361-59-0574,M,Mandalay,Member361-59-0574,Member,Male,p867,Sports and travel,90.53,8,36.212,760.452,3/15/2019,14:48,Credit card,724.24,4.761904762,36.212,6.5
s101-81-4070,101-81-4070,C101-81-4070,C,N101-81-4070,N,Naypyitaw,Member101-81-4070,Member,Female,p868,Health and beauty,62.82,2,6.282,131.922,1/17/2019,12:36,Ewallet,125.64,4.761904762,6.282,4.9
s631-34-1880,631-34-1880,C631-34-1880,C,N631-34-1880,N,Naypyitaw,Member631-34-1880,Member,Male,p869,Food and beverages,24.31,3,3.6465,76.5765,1/8/2019,19:09,Credit card,72.93,4.761904762,3.6465,4.3
s852-82-2749,852-82-2749,A852-82-2749,A,Y852-82-2749,Y,Yangon,Normal852-82-2749,Normal,Male,p870,Sports and travel,64.59,4,12.918,271.278,1/6/2019,13:35,Ewallet,258.36,4.761904762,12.918,9.3
s873-14-6353,873-14-6353,A873-14-6353,A,Y873-14-6353,Y,Yangon,Member873-14-6353,Member,Male,p871,Food and beverages,24.82,7,8.687,182.427,2/16/2019,10:33,Credit card,173.74,4.761904762,8.687,7.1
s584-66-4073,584-66-4073,C584-66-4073,C,N584-66-4073,N,Naypyitaw,Normal584-66-4073,Normal,Male,p872,Fashion accessories,56.5,1,2.825,59.325,3/13/2019,15:45,Ewallet,56.5,4.761904762,2.825,9.6
s544-55-9589,544-55-9589,B544-55-9589,B,M544-55-9589,M,Mandalay,Member544-55-9589,Member,Female,p873,Electronic accessories,21.43,10,10.715,225.015,1/28/2019,11:51,Cash,214.3,4.761904762,10.715,6.2
s166-19-2553,166-19-2553,A166-19-2553,A,Y166-19-2553,Y,Yangon,Member166-19-2553,Member,Male,p874,Sports and travel,89.06,6,26.718,561.078,1/18/2019,17:26,Cash,534.36,4.761904762,26.718,9.9
s737-88-5876,737-88-5876,A737-88-5876,A,Y737-88-5876,Y,Yangon,Member737-88-5876,Member,Male,p875,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,11:52,Credit card,93.16,4.761904762,4.658,5.9
s154-87-7367,154-87-7367,C154-87-7367,C,N154-87-7367,N,Naypyitaw,Normal154-87-7367,Normal,Male,p876,Home and lifestyle,65.26,8,26.104,548.184,3/15/2019,14:04,Ewallet,522.08,4.761904762,26.104,6.3
s885-56-0389,885-56-0389,C885-56-0389,C,N885-56-0389,N,Naypyitaw,Member885-56-0389,Member,Male,p877,Fashion accessories,52.35,1,2.6175,54.9675,2/12/2019,17:49,Cash,52.35,4.761904762,2.6175,4
s608-05-3804,608-05-3804,B608-05-3804,B,M608-05-3804,M,Mandalay,Member608-05-3804,Member,Male,p878,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19,Cash,39.75,4.761904762,1.9875,6.1
s448-61-3783,448-61-3783,A448-61-3783,A,Y448-61-3783,Y,Yangon,Normal448-61-3783,Normal,Female,p879,Electronic accessories,90.02,8,36.008,756.168,3/21/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5
s761-49-0439,761-49-0439,B761-49-0439,B,M761-49-0439,M,Mandalay,Member761-49-0439,Member,Female,p880,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17,Ewallet,96.8,4.761904762,4.84,8.6
s490-95-0021,490-95-0021,B490-95-0021,B,M490-95-0021,M,Mandalay,Member490-95-0021,Member,Female,p881,Food and beverages,33.21,10,16.605,348.705,1/8/2019,14:25,Ewallet,332.1,4.761904762,16.605,6
s115-38-7388,115-38-7388,C115-38-7388,C,N115-38-7388,N,Naypyitaw,Member115-38-7388,Member,Female,p882,Fashion accessories,10.18,8,4.072,85.512,3/30/2019,12:51,Credit card,81.44,4.761904762,4.072,9.5
s311-13-6971,311-13-6971,B311-13-6971,B,M311-13-6971,M,Mandalay,Member311-13-6971,Member,Male,p883,Sports and travel,31.99,10,15.995,335.895,2/20/2019,15:18,Credit card,319.9,4.761904762,15.995,9.9
s291-55-6563,291-55-6563,A291-55-6563,A,Y291-55-6563,Y,Yangon,Member291-55-6563,Member,Female,p884,Home and lifestyle,34.42,6,10.326,216.846,3/30/2019,12:45,Ewallet,206.52,4.761904762,10.326,7.5
s548-48-3156,548-48-3156,A548-48-3156,A,Y548-48-3156,Y,Yangon,Member548-48-3156,Member,Female,p885,Food and beverages,83.34,2,8.334,175.014,3/19/2019,13:37,Cash,166.68,4.761904762,8.334,7.6
s460-93-5834,460-93-5834,A460-93-5834,A,Y460-93-5834,Y,Yangon,Normal460-93-5834,Normal,Male,p886,Sports and travel,45.58,7,15.953,335.013,1/13/2019,10:03,Cash,319.06,4.761904762,15.953,5
